Date,Open,High,Low,Close,Adj Close,Volume
2015-01-02,103.760002,104.199997,102.440002,102.940002,96.724396,31314600
2015-01-05,102.489998,102.610001,101.139999,101.430000,95.305588,36521300
2015-01-06,101.580002,101.750000,99.620003,100.070000,94.027702,66205500
2015-01-07,100.730003,101.599998,100.489998,101.360001,95.239807,37577400
2015-01-08,102.220001,103.500000,102.110001,103.300003,97.062660,40212600
2015-01-09,103.620003,103.650002,102.019997,102.620003,96.423744,41410100
2015-01-12,102.820000,102.930000,101.290001,101.550003,95.418312,34129800
2015-01-13,102.540001,103.620003,100.699997,101.519997,95.390137,56162300
2015-01-14,100.500000,101.480003,100.070000,100.959999,94.863937,51354200
2015-01-15,101.430000,101.589996,99.529999,99.650002,93.633064,51005400
2015-01-16,99.519997,100.949997,99.360001,100.820000,94.732422,35362200
2015-01-20,101.430000,101.879997,100.290001,101.620003,95.484116,30964100
2015-01-21,101.320000,102.620003,100.959999,102.139999,95.972702,40128800
2015-01-22,102.540001,104.139999,101.639999,104.029999,97.748566,40887200
2015-01-23,104.019997,104.580002,103.720001,104.260002,97.964676,34783000
2015-01-26,104.139999,104.330002,103.610001,104.139999,97.851952,19960900
2015-01-27,102.500000,102.559998,101.099998,101.440002,95.314972,45253200
2015-01-28,103.070000,103.180000,100.900002,100.919998,94.826370,43591700
2015-01-29,100.839996,102.080002,99.959999,101.889999,95.737793,46539700
2015-01-30,101.800003,102.580002,100.959999,101.099998,94.995483,42927600
2015-02-02,101.330002,102.070000,99.750000,101.980003,95.822365,43624700
2015-02-03,102.349998,103.029999,101.680000,102.959999,96.743149,30750400
2015-02-04,102.540001,103.550003,102.309998,102.870003,96.658638,34073200
2015-02-05,103.129997,103.830002,102.870003,103.760002,97.494865,23605500
2015-02-06,103.919998,104.169998,102.760002,103.129997,96.902924,34169300
2015-02-09,102.730003,103.290001,102.550003,102.800003,96.592850,22604700
2015-02-10,103.370003,104.540001,103.209999,104.400002,98.096245,23686500
2015-02-11,104.519997,105.019997,104.320000,104.779999,98.453323,20303600
2015-02-12,105.459999,106.040001,105.300003,106.000000,99.599640,22520300
2015-02-13,106.300003,106.930000,106.099998,106.910004,100.454689,29030200
2015-02-17,106.910004,107.080002,106.639999,107.010002,100.548645,17675300
2015-02-18,106.879997,107.220001,106.739998,107.160004,100.689621,15149600
2015-02-19,107.089996,107.760002,107.059998,107.690002,101.187584,19828100
2015-02-20,107.620003,108.470001,107.279999,108.410004,101.864120,28336700
2015-02-23,108.349998,108.550003,108.110001,108.519997,101.967491,17868000
2015-02-24,108.379997,108.730003,108.050003,108.599998,102.042641,19745000
2015-02-25,108.440002,108.860001,108.089996,108.330002,101.788956,19472300
2015-02-26,108.440002,108.940002,108.139999,108.879997,102.305725,22255500
2015-02-27,108.839996,108.910004,108.230003,108.400002,101.854713,27757600
2015-03-02,108.610001,109.419998,108.589996,109.379997,102.775543,22988600
2015-03-03,109.050003,109.160004,108.180000,108.870003,102.296341,20788900
2015-03-04,108.510002,108.669998,107.860001,108.449997,101.901688,21007400
2015-03-05,108.730003,108.970001,108.190002,108.639999,102.080231,15381000
2015-03-06,108.500000,108.709999,107.139999,107.410004,100.924515,30990400
2015-03-09,107.629997,107.989998,107.190002,107.720001,101.215790,26237100
2015-03-10,106.949997,106.980003,105.720001,105.720001,99.336555,34234500
